Realm,Area,Mob,Item,Slot,Type,Spell,Level,Damage,Timer,Fumble,Accuracy,Defense,Sigil,SigilLvl,Weight,Notes
Kaid Purple,Elven Nation Border,Elven Nation border warrior,Elven blade of passing,weapon,slash 2h,,60,amazing,,sometimes,normal,,,,10,
Kaid Purple,Elven Nation Border,Elven Nation border warrior,boots of the high forest,feet,leather,thrust.enhance.iii,60,,,,,better,,,6,
Kaid Purple,Elven Nation Border,Sylvantri commando,moonlit elven warhammer,weapon,offhand crush 1h,,60,very good,,rarely,normal,,lightning,5,5,
Kaid Purple,Elven Nation Border,Sylvantri commando,elven torc of Sylvantri,jewel,,direct.enhance.iii,60,,,,,,,,1,
Kaid Purple,Elven Nation Border,Sylvantri healer,prismatic gloves of mending,hands,cloth,wisdom.iii,60,,,,,much better,,,4,
Kaid Purple,Elven Nation Border,Sylvantri healer,green curly-tipped elf cap,head,cloth,intelligence.iii,60,,,,,better,,,4,
Kaid Purple,Elven Nation Border,Sylvantri noble,eagle-crested chestplate,body,plate,minor.elemental.protect,60,,,,,better,,,23,
Kaid Purple,Elven Nation Border,Sylvantri noble,eagle-crested dagger,weapon,offhand thrust 1h,,60,very good,,rarely,better,,,,4,
Kaid Purple,Elven Nation Border,Sylvantri noble,boots of pristine white velvet,feet,cloth,bless.ii,60,,,,,better,,,4,obsolete
Kaid Purple,Elven Nation Border,Sylvantri peacekeeper,greatstaff of tranquility,weapon,parry staff,vitalize.iii,60,very good,,sometimes,normal,much better,,,18,
Kaid Purple,Elven Nation Border,Sylvantri peacekeeper,peacekeeper's hand crossbow,weapon,fired 1h,,60,very good,3599,sometimes,normal,,shock,5,6,
Kaid Purple,Elven Nation Border,Sylvantri peacekeeper,rumpled Sylvantri cape,cloak,cloth,dexterity.iii,60,,,,,much better,,,2,
Kaid Purple,Elven Nation Border,Sylvantri peacekeeper,emerald shoes of tranquility,feet,cloth,intelligence.ii,60,,,,,better,,,4,
Kaid Purple,Elven Nation Border,Sylvantri sniper,darkened sylvantri bow,weapon,fired 2h,,60,amazing,3400,sometimes,normal,,,,11,castable
Kaid Purple,Elven Nation Border,Sylvantri warlord,seamless drape of watchfulness,cloak,studded,improved.mental.protect,60,,,,,much better,,,7,
Kaid Purple,Elven Nation Border,Sylvantri warlord,plated grips of war,hands,plate,combat.iii,60,,,,,better,,,14,
Kaid Purple,Elven Nation Border,Sylvantri warlord,exquisite elven greathammer,weapon,crush 2h,,60,amazing,,sometimes,better,,,,11,
Kaid Purple,Emporer's Palace,emperor's magician,staff of the ancient empire,weapon,parry staff,dexterity.iii,60,very good,3500,sometimes,better,much better,,,18,
Kaid Purple,Emporer's Palace,emperor's magician,diadem of flame,head,cloth,improved.fire.protect,60,,,,,better,,,4,
Kaid Purple,Emporer's Palace,emporer's avatar,guise of the emperor,head,studded,bless.ii,60,,,,,better,water,3,9,
Kaid Purple,Emporer's Palace,emporer's avatar,avatar's greaves of honor,legs,plate,dexterity.iii,60,,,,,better,,,19,
Kaid Purple,Emporer's Palace,emporer's bodyguard,royal treads,feet,plate,evade.enhance.iii,60,,,,,better,,,14,
Kaid Purple,Emporer's Palace,emporer's bodyguard,gold-plated platinum defender,shield,plate,tough.skin.iii,60,,,,,better,,,24,
Kaid Purple,Emporer's Palace,emporer's consul,truncheon of doom,weapon,offhand crush 1h,,60,amazing,,rarely,better,,,,7,
Kaid Purple,Emporer's Palace,emporer's consul,point of order,hands,cloth,combat.iii,60,,,,,much better,,,4,
Kaid Purple,Oyster Bay - Land,chameleon croaker,cloak of overlapping scales,cloak,plate,Improved.Mental.Protect,60,,,,,normal,,,11,
Kaid Purple,Oyster Bay - Land,chameleon croaker,staff of the visionary,weapon,direct crush 2h,flooded.dreams,60,very good,3600,sometimes,normal,,,,13,
Kaid Purple,Oyster Bay - Land,chameleon croaker,chameleon choker,jewel,,dexterity.iii,60,,,,,,,,1,
Kaid Purple,Oyster Bay - Land,greater razor-backed frog,squamous tribal razor,weapon,direct thrust 1h,aqua.fury.ii,60,good,2600,rarely,normal,,,,3,
Kaid Purple,Oyster Bay - Land,greater razor-backed frog,sandy robe of seclusion,body,cloth,hide.enhance.iii,60,,,,,much better,,,8,
Kaid Purple,Oyster Bay - Land,guardian of the nameless,immemorial greaves of the nameless,legs,studded,sneak.enhance.iii,60,,,,,much better,,,13,
Kaid Purple,Oyster Bay - Land,guardian of the nameless,breastplate of unending battle,body,plate,Improved.Earth.Protect,60,,,,,much better,,,23,
Kaid Purple,Oyster Bay - Land,guardian of the nameless,dual-bladed warspear of nameless malice,weapon,offhand thrust 2h,,60,very good,3200,sometimes,normal,,,,10,
Kaid Purple,Oyster Bay - Land,lesser razor-backed frog,venom-razored chestplate,body,studded,combat.iii,60,,,,,much better,,,16,
Kaid Purple,Oyster Bay - Land,lesser razor-backed frog,mottled cap of madness,head,leather,improved.shock.protect,60,,,,,much better,,,6,
Kaid Purple,Oyster Bay - Land,lesser razor-backed frog,slippers of pulsing power,feet,cloth,Improved.Shock.Protect,60,,,,,much better,,,4,
Kaid Purple,Oyster Bay - Land,nameless hunter,nameless tribal cloak,cloak,leather,vitalize.iii,60,,,,,much better,earth,3,4,
Kaid Purple,Oyster Bay - Land,nameless hunter,greaves of the silent hunt,legs,leather,sneak.enhance.iii,60,,,,,much better,,,11,
Kaid Purple,Oyster Bay - Land,nameless hunter,crossbow of the nameless,weapon,fired 1h,siphon.life.iii,60,very good,,sometimes,better,,pain,5,7,
Kaid Purple,Oyster Bay - Land,rabid lemur,boots of bounding chaos,feet,studded,improved.lightning.protect,60,,,,,much better,,,9,
Kaid Purple,Oyster Bay - Water,decrepit undead merman,scaled chestplate of the undying,body,studded,thrust.enhance.iii,60,,,,,much better,,,16,
Kaid Purple,Oyster Bay - Water,decrepit undead merman,weathered fins of gliding,feet,leather,agility.ii,60,,,,,better,water,3,6,
Kaid Purple,Oyster Bay - Water,finned nightmare,heavy cape of daunting dreams,cloak,studded,bless.ii,60,,,,,much better,shock,3,7,
Kaid Purple,Oyster Bay - Water,finned nightmare,writhing nightmare's grasps,hands,cloth,direct.enhance.iii,60,,,,,better,pain,3,4,
Kaid Purple,Oyster Bay - Water,mermaid siren's lost soul,soulsilencing greatsword,weapon,slash 2h,weapon.poison.ii,60,amazing,,sometimes,better,,pain,5,11,
Kaid Purple,Oyster Bay - Water,mermaid siren's lost soul,soulsilencing dartgun,weapon,fired 1h,,60,very good,,rarely,normal,,shock,5,5,
Kaid Purple,Oyster Bay - Water,mermaid siren's lost soul,kernel of desire,jewel,,bless.ii,60,,,,,,cold,3,1,
Kaid Purple,Oyster Bay - Water,mermaid siren's lost soul,whisper of a lost soul,jewel,,Improved.Lightning.Protect,60,,,,,,,,1,
Kaid Purple,Oyster Bay - Water,qalupalik dream destroyer,leggings of fleeting thought,legs,leather,intelligence.iii,60,,,,,better,,,10,
Kaid Purple,Oyster Bay - Water,qalupalik dream destroyer,fade lord's cloak,cloak,cloth,sneak.enhance.iii,60,,,,,normal,earth,3,2,
Kaid Purple,Oyster Bay - Water,qalupalik soul thief,greaves of infinite darkness,legs,studded,hide.enhance.iii,60,,,,,better,cold,3,13,
Kaid Purple,Oyster Bay - Water,qalupalik soul thief,greaves of snatched spirit,legs,plate,minor.elemental.protect,60,,,,,better,cold,3,19,
Kaid Purple,Oyster Bay - Water,qalupalik soul thief,silver and black leggings,legs,cloth,evade.enhance.iii,60,,,,,better,,,6,
Kaid Purple,Oyster Bay - Water,slithering shadow,shadow's relentless grasp,head,plate,Improved.Fire.Protect,60,,,,,much better,,,14,
Kaid Purple,Oyster Bay - Water,slithering shadow,,head,leather,evade.enhance.iii,60,,,,,,,,,
Kaid Purple,Oyster Bay - Water,slithering shadow,claw of living shadow,weapon,claw,,60,small,,never,better,,pain,5,3,
Kaid Purple,Plane of Suffering,ancient damned warlock,imbued ancient warlock's boots,feet,studded,improved.cold.protect,60,,,,,normal,,,9,
Kaid Purple,Plane of Suffering,ancient damned warlock,black hood of lost souls,head,cloth,weapons.enhance.iii,60,,,,,better,cold,3,4,
Kaid Purple,Plane of Suffering,ancient damned witch,witch's obsidian blade,weapon,direct slash 1h,witch's.breath,60,good,,rarely,normal,,cold,5,5,
Kaid Purple,Plane of Suffering,ancient damned witch,floating blood-shot eye,jewel,,wisdom.iii,60,,,,,,,,1,
Kaid Purple,Plane of Suffering,berzerking merchant's ghost,blood soaked ledger quill,weapon,offhand thrust 1h,weapon.bleed.iii,60,very good,,rarely,normal,,,,5,
Kaid Purple,Plane of Suffering,berzerking merchant's ghost,blood soaked blade,weapon,offhand slash 1h,weapon.bleed.iii,60,very good,,rarely,better,,,,3,
Kaid Purple,Plane of Suffering,berzerking merchant's ghost,gloves of ceaseless rage,hands,cloth,strength.iii,60,,,,,better,,,4,
Kaid Purple,Plane of Suffering,betrayed arnakian soul,flesh-ripping demon bow,weapon,fired 2h,siphon.life.iv,60,amazing,,sometimes,better,,fire,5,14,
Kaid Purple,Plane of Suffering,blood-thirsty ra'kurian soul,tribal breastplate of blood,body,studded,regenerate.iii,60,,,,,much better,fire,3,16,
Kaid Purple,Plane of Suffering,blood-thirsty ra'kurian soul,crimson-stained tenebrian boots,feet,leather,dexterity.iii,60,,,,,better,fire,3,6,
Kaid Purple,Plane of Suffering,burning Niordian soul,hauberk of bursting flame,body,leather,direct.enhance.iii,60,,,,,much better,,,12,
Kaid Purple,Plane of Suffering,burning niordian soul,golden plane jumper boots,feet,cloth,agility.ii,60,,,,,much better,lightning,3,4,
Kaid Purple,Plane of Suffering,frothing small dog's ghost,leggings of ceaseless thirst,legs,studded,regenerate.iii,60,,,,,much better,,,13,
Kaid Purple,Plane of Suffering,frothing small dog's ghost,mace of unending loyalty,weapon,offhand crush 1h,weapon.bleed.iii,60,very good,3200,sometimes,better,,pain,5,6,obsolete
Kaid Purple,Plane of Suffering,frothing small dog's ghost,dagger of unending loyalty,weapon,direct thrust 1h,demand.fealty,60,good,,rarely,better,,,,5,
Kaid Purple,Plane of Suffering,gigantic sulking demon,demonic flame gauntlets,hands,studded,tough.skin.iii,60,,,,,better,,,9,
Kaid Purple,Plane of Suffering,gigantic sulking demon,infernal demon fang,weapon,offhand thrust 1h,,60,very good,3000,rarely,normal,,fire,5,5,
Kaid Purple,Plane of Suffering,looming soul of a kaidite martyr,amorphous visage of terrifying malice,head,studded,combat.iii,60,,,,,better,,,9,
Kaid Purple,Plane of Suffering,looming soul of a kaidite martyr,shuriken of suffering,weapon,fired 1h,,60,very good,,rarely,normal,,,,5,
Kaid Purple,Plane of Suffering,luminous onyx soulreaver,onyx robe of the elements,body,cloth,tap.enhance.ii,60,,,,,much better,shock,3,8,
Kaid Purple,Plane of Suffering,luminous onyx soulreaver,onyx fist of suffering,weapon,claw,,60,good,,never,normal,,cold,,5,
Kaid Purple,Plane of Suffering,luminous onyx soulreaver,swirling planes necklace,jewel,,percept.enhance.ii,60,,,,,,pain,3,1,
Kaid Purple,Plane of Suffering,luminous onyx soulreaver/(tortured claimed soul?),crest of the lost,head,leather,direct.enhance.iii,60,,,,,better,,,6,
Kaid Purple,Plane of Suffering,Neutrishian guardsman,helmet of boundless courage,head,plate,thrust.enhance.iii,60,,,,,much better,,,14,
Kaid Purple,Plane of Suffering,Neutrishian guardsman,shield of lost causes,shield,plate,improved.mental.protect,60,,,,,better,,,24,
Kaid Purple,Plane of Suffering,Neutrishian praetor,dimensional black cloak,cloak,studded,strength.iii,60,,,,,much better,shock,3,7,
Kaid Purple,Plane of Suffering,Neutrishian praetor,obsidian-hilted godfred,weapon,slash 2h,,60,amazing,3600,sometimes,better,,shock,5,13,
Kaid Purple,Plane of Suffering,Neutrishian praetor,boots of a severed soul,feet,leather,vitalize.iii,60,,,,,better,water,3,6,
Kaid Purple,Plane of Suffering,Neutrishian praetor,pitchfork of endless sorrow,weapon,direct thrust 2h,field.of.sorrow,60,good,3400,sometimes,normal,,pain,5,11,
Kaid Purple,Plane of Suffering,Neutrishian templar,unholy halberd,weapon,thrust 2h,,60,amazing,3000,sometimes,normal,,,,8,
Kaid Purple,Plane of Suffering,pale traveler's ghost,enchanted fury cap,head,leather,bless.ii,60,,,,,better,fire,3,6,
Kaid Purple,Plane of Suffering,ravaging farmer's ghost,landlost hauberk,body,studded,tough.skin.ii,60,,,,,better,,,16,obsolete
Kaid Purple,Plane of Suffering,ravaging farmer's ghost,scythe of last reapings,weapon,slash 2h,,60,amazing,3600,sometimes,normal,,cold,5,13,obsolete
Kaid Purple,Plane of Suffering,ravaging farmer's ghost,ravaged runic platemail,body,plate,strength.iii,60,,,,,much better,shock,3,23,
Kaid Purple,Plane of Suffering,scorned peasant's ghost,pale ghost boots,feet,plate,improved.shock.protect,60,,,,,much better,,,14,
Kaid Purple,Plane of Suffering,scorned peasant's ghost,shirt of shimmering spirits,body,cloth,minor.elemental.protect,60,,,,,much better,,,7,
Kaid Purple,Plane of Suffering,stumbling demented zombie,rusted boots of rot,feet,plate,crush.enhance.iii,60,,,,,better,,,14,
Kaid Purple,Plane of Suffering,stumbling demented zombie,fists of the demented,weapon,offhand crush 2h,,60,very good,3000,sometimes,normal,,,,8,
Kaid Purple,Plane of Suffering,sulking demon/betrayed Arnakian soul,flawless gauntlets of the eclipse,hands,plate,hide.enhance.iii,60,,,,,much better,water,3,14,
Kaid Purple,Plane of Suffering,tortured claimed soul,torn leggings of anguish,legs,cloth,thrust.enhance.iii,60,,,,,better,,,6,
Kaid Purple,Temple of Ahrimal,Ahrimal elite temple guard,elite gloves of faithfulness,hands,studded,improved.water.protect,60,,,,,better,,,9,
Kaid Purple,Temple of Ahrimal,Ahrimal elite temple guard,Ahrimalian plate armor,body,plate,tough.skin.iii,60,,,,,much better,,,23,
Kaid Purple,Temple of Ahrimal,Ahrimal soul reaper,soulsworn helmet,head,studded,weapons.enhance.iii,60,,,,,better,,,9,
Kaid Purple,Temple of Ahrimal,Ahrimal soul reaper,reaper scale leggings,legs,leather,minor.elemental.protect,60,,,,,much better,lightning,3,10,
Kaid Purple,Temple of Ahrimal,Ahrimal temple guard,boots of boundless fortitude,feet,studded,constitution.ii,60,,,,,better,earth,3,9,
Kaid Purple,Temple of Ahrimal,ahrimal temple guard  ,scaled boots of the temple,feet,plate,dexterity.iii,60,,,,,better,,,14,
Kaid Purple,Temple of Ahrimal,Ahrimal temple guard captain,snake-god's blades of order,weapon,offhand slash 2h,,60,amazing,,sometimes,better,,,,10,
Kaid Purple,Temple of Ahrimal,Ahrimal temple guard captain,blade of fangs,weapon,offhand slash 1h,siphon.life.ii,60,very good,,sometimes,better,,fire,5,4,
Kaid Purple,Temple of Ahrimal,high priest of Ahrimal,Ahrimal's shielding scale,shield,leather,evade.enhance.iii,60,,,,,much better,,,12,
Kaid Purple,Temple of Ahrimal,high priest of Ahrimal,rod of endless repentance,weapon,direct crush 1h,immense.pain.iii,60,good,3200,sometimes,normal,,,,6,
Kaid Purple,Temple of Ahrimal,initiate priest of Ahrimal,jeweled greatsword of the phoenix,weapon,direct slash 2h,phoenix.rising.ii,60,very good,3400,sometimes,normal,,,,11,
Kaid Purple,Temple of Ahrimal,initiate priest of Ahrimal,black and grey grasps of faded fire,hands,cloth,bless.ii,60,,,,,much better,fire,3,4,
Kaid Purple,Temple of Ahrimal,massive Ahrimalian viper,huge ivory fang,weapon,thrust 2h,,60,amazing,,sometimes,normal,,,,7,
Kaid Purple,Temple of Ahrimal,massive Ahrimalian viper,codpiece of the massive viper,legs,cloth,tough.skin.iii,60,,,,,much better,,,6,
Kaid Purple,Temple of Ahrimal,scaled archbishop of Ahrimal,fine scaled robe,body,leather,tough.skin.iii,60,,,,,much better,,,12,
Kaid Purple,Temple of Ahrimal,scaled archbishop of ahrimal,archbishop's temple slippers,feet,cloth,crush.enhance.iii,60,,,,,much better,,,4,
Kaid Purple,Temple of Ahrimal,undead Ahrimalian priest,staff of Ahrimal's penance,weapon,parry staff,direct.enhance.iii,60,very good,,sometimes,better,much better,,,18,
Kaid Purple,Temple of Ahrimal - Pit,huge temple guardian snake,scaled armor of speed,body,plate,agility.ii,60,,,,,better,fire,3,23,
Kaid Purple,Temple of Ahrimal - Pit,huge temple guardian snake,grasps of an uncoiled serpent,hands,plate,poison.resist.iii,60,,,,,much better,earth,3,14,
Kaid Purple,Temple of Ahrimal - Pit,temple guardian serpent,lance of a serpent god,weapon,thrust 2h,weapon.poison.iv,60,amazing,3400,sometimes,normal,,earth,5,11,
Kaid Purple,Temple of Ahrimal - Pit,temple guardian serpent,gloves of slithering terror,hands,leather,hide.enhance.iii,60,,,,,better,,,6,
Kaid Purple,Temple of Ahrimal - Pit,undead Ahrimalian priest,flagellator's hairshirt,body,leather,tap.enhance.ii,60,,,,,much better,cold,3,12,
Kaid Purple,"Terngild, Lost City of Gold Tower",aged Terngild dragon,plated phaerimm greaves,legs,plate,weapons.enhance.iii,60,,,,,better,shock,3,19,
Kaid Purple,"Terngild, Lost City of Gold Tower",aged Terngild dragon,Terngild dragon talon,weapon,offhand thrust 1h,,60,good,2600,rarely,normal,,,,3,
Kaid Purple,"Terngild, Lost City of Gold Tower",grand dragon of Terngild,plumed dragon skull helm,head,plate,vitalize.iii,60,,,,,better,pain ,3,14,
Kaid Purple,"Terngild, Lost City of Gold Tower",grand dragon of Terngild,greathammer of Terngild might,weapon,crush 2h,,60,amazing,,never,better,,lightning,5,15,
Kaid Purple,"Terngild, Lost City of Gold Tower",prismatic dragon,greaves of captured light,feet,studded,crush.enhance.iii,60,,,,,much better,,,9,
Kaid Purple,"Terngild, Lost City of Gold Tower",prismatic dragon,prismatic dragon hide,cloak,leather,improved.mental.protect,60,,,,,better,,,4,
Kaid Purple,"Terngild, Lost City of Gold Tower",silver-backed Terngild dragon,dragonstone woven chains of binding,cloak,plate,strength.iii,60,,,,,better,lightning,3,11,
Kaid Purple,"Terngild, Lost City of Gold Tower",silver-backed Terngild dragon,Terngild dragon claw,weapon,offhand slash 1h,,60,very good,3200,sometimes,better,,,,6,
Kaid Purple,"Terngild, Lost City of Gold Tower",Terngild construct magi,gilded spear of razing,weapon,direct thrust 2h,electrobolt,60,good,3200,sometimes,better,,,,8,
Kaid Purple,"Terngild, Lost City of Gold Tower",Terngild construct magi,magi's vestments of miracles,body,cloth,direct.enhance.iii,60,,,,,better,water,3,8,
Kaid Purple,"Terngild, Lost City of Gold Tower",Terngild dragon master,master's grips of destiny,hands,leather,combat.iii,60,,,,,much better,,,6,
Kaid Purple,"Terngild, Lost City of Gold Tower",Terngild dragon master,sparkling golden Dragon Master pendant,jewel,,slash.enhance.iii,60,,,,,,,,1,
Kaid Purple,"Terngild, Lost City of Gold Tower",Terngild golden guardian dragon,guardian dragon hide,cloak,studded,evade.enhance.iii,60,,,,,better,lightning,3,7,
Kaid Purple,"Terngild, Lost City of Gold Tower",Terngild golden guardian dragon,Terngild dragon-tooth necklace,jewel,,intelligence.iii,60,,,,,,,,1,
Kaid Red,Azulago Village,azulago assassin,poison tipped ebony dagger,weapon,offhand thrust 1h,weapon.poison.iv,60,good,,sometimes,normal,,,,3,
Kaid Red,Azulago Village,azulago assassin,jaguar hide gladiator's gauntlets,hands,leather,constitution.ii,60,,,,,better,,,6,
Kaid Red,Azulago Village,azulago guard,Azulago ceremonial shield,shield,leather,regenerate.iii,60,,,,,normal,cold,2,12,
Kaid Red,Azulago Village,azulago guard,Azulago greatclub,weapon,crush 2h,,60,amazing,,often,better,,shock,5,15,
Kaid Red,Azulago Village,azulago marauder,cruelly barbed tribal spear,weapon,thrust 2h,,60,amazing,,sometimes,normal,,,,10,
Kaid Red,Azulago Village,azulago marauder,ornamented tribal gauntlets,hands,studded,constitution.ii,60,,,,,normal,,,9,
Kaid Red,Azulago Village,azulago raider,bone studded bleached leathers,body,studded,minor.shock.protect,60,,,,,normal,,,16,
Kaid Red,Azulago Village,azulago raider,raider's notched bone blade,weapon,offhand slash 1h,weapon.bleed.ii,60,very good,,sometimes,better,,,,5,
Kaid Red,Azulago Village,azulago shaman,ensorcelled bone rod,weapon,direct crush 1h,scorched.earth,60,good,,sometimes,better,,,,6,
Kaid Red,Azulago Village,azulago shaman,blood-stained feathered harness,body,cloth,bless.ii,60,,,,,normal,lightning,2,7,
Kaid Red,Azulago Village,azulago warlord,imposing sabatons of bone,feet,plate,bleed.resist.iii,60,,,,,better,,,14,
Kaid Red,Azulago Village,azulago warlord,hammer of the tribal fury,weapon,offhand crush 1h,,60,very good,,sometimes,normal,,fire,5,5,
Kaid Red,Azulago Village,azulago witchdoctor,hedge-wizard's cane,weapon,parry staff,agility.ii,60,very good,3500,sometimes,normal,better,,,18,
Kaid Red,Azulago Village,azulago witchdoctor,witch doctor's skirt of storms,legs,cloth,combat.ii,60,,,,,normal,shock,2,6,
Kaid Red,Clockwork,clockwork assassin,clockwork gloves of silence,hands,studded,backstab.enhance.ii,60,,,,,better,,,9,
Kaid Red,Clockwork,clockwork assassin,clockwork legplates of tinkering,legs,plate,dexterity.ii,60,,,,,better,,,19,
Kaid Red,Clockwork,clockwork cleric,pernach of turning gears,weapon,offhand crush 1h,,60,very good,,never,better,,,,4,
Kaid Red,Clockwork,clockwork cleric,clockwork woven leggings,legs,leather,wisdom.ii,60,,,,,better,,,11,
Kaid Red,Clockwork,clockwork horror,clockwork hood of terror,head,leather,weapons.enhance.ii,60,,,,,better,,,6,
Kaid Red,Clockwork,clockwork horror,pendulum of horror,weapon,crush 2h,,60,amazing,,sometimes,better,,,,14,
Kaid Red,Clockwork,clockwork swordsman,armguard of gears and pistons,hands,studded,vitalize.iii,60,,,,,better,,,9,
Kaid Red,Clockwork,clockwork swordsman,ticking clockwork blade,weapon,slash 2h,,60,amazing,,sometimes,normal,,,,10,
Kaid Red,Dire Mountains,albino wyrm,albino wyrmskull helm,head,plate,poison.resist.iii,60,,,,,better,,,14,
Kaid Red,Dire Mountains,albino wyrm,dragon-hilted blade of the mountain,weapon,offhand slash 1h,,60,very good,,sometimes,normal,,earth,5,7,
Kaid Red,Dire Mountains,albino wyrm hatchling,glistening wyvern-hide sabatons,feet,leather,melee.enhance.ii,60,,,,,better,,,6,
Kaid Red,Dire Mountains,construct of crystalized fog,miasmatic rod of effluvium,weapon,direct crush 2h,miasma,60,good,,sometimes,better,,,,10,
Kaid Red,Dire Mountains,construct of crystalized fog,amulet of the elements,jewel,,minor.elemental.protect,60,,,,,,,,1,
Kaid Red,Dire Mountains,crag giant,breastplate of the highlands,body,plate,improved.earth.protect,60,,,,,normal,,,23,
Kaid Red,Dire Mountains,crag giant,crag giant's weathered cloak,cloak,leather,minor.elemental.protect,60,,,,,better,earth,2,5,
Kaid Red,Dire Mountains,dire wyvern,claw of shadow's approach,weapon,offhand slash 1h,,60,very good,,rarely,normal,,pain,5,5,
Kaid Red,Dire Mountains,dire wyvern,cloak of the predator,cloak,leather,fired.enhance.ii,60,,,,,better,,,4,
Kaid Red,Dire Mountains,fog warden,leggings of the fog,legs,leather,hide.enhance.ii,60,,,,,better,water,2,10,
Kaid Red,Dire Mountains,fog warden,cloak of concentrated fog,cloak,cloth,dexterity.ii,60,,,,,better,water,2,2,
Kaid Red,Dire Mountains,,wrapped tailspike dagger,weapon,offhand thrust 1h,,60,very good,,rarely,better,,,,4,
Kaid Red,Dunes of Al'kafi,al'kafi marauder,Al'Kafi blood sword closely,weapon,slash 2h,weapon.bleed.iii,60,amazing,,sometimes,normal,,,,13,
Kaid Red,Dunes of Al'kafi,al'kafi marauder,marauder's buckler,shield,leather,strength.ii,60,,,,,better,,,12,
Kaid Red,Dunes of Al'kafi,al'kafi raider,dervish blade,weapon,offhand slash 1h,,60,good,,sometimes,normal,,,,1,
Kaid Red,Dunes of Al'kafi,al'kafi raider,hand carved green jade comb,head,cloth,martialarts.enhance.ii,60,,,,,better,,,4,
Kaid Red,Dunes of Al'kafi,al'kafi warlord,scaled dune wyrm mantle,cloak,plate,tough.skin.ii,60,,,,,better,fire,2,11,
Kaid Red,Dunes of Al'kafi,al'kafi warlord,legging of al'kafi,legs,plate,evade.enhance.ii,60,,,,,,,,19,
Kaid Red,Dunes of Al'kafi,crimson-backed scorpion,crimson chitin spear,weapon,thrust 2h,,60,amazing,,sometimes,,,fire,5,10,
Kaid Red,Dunes of Al'kafi,crimson-backed scorpion,ruinous jade mace,weapon,crush 1h,,60,very good,,sometimes,better,,earth,5,7,
Kaid Red,Dunes of Al'kafi,dune wyrm,cleats of the desert sun,feet,plate,breath.enhance.ii,60,,,,,better,,,14,
Kaid Red,Dunes of Al'kafi,dune wyrm,gauntlets of infinite sands,hands,plate,agility.ii,60,,,,,,,,14,
Kaid Red,Dunes of Al'kafi,dune wyrm,dune wyrm claw,weapon,claw,,60,small,,never,normal,,earth,5,3,
Kaid Red,Dunes of Al'kafi,dune wyrm hatchling,plate armor of the desert moon,body,plate,percept.enhance.ii,60,,,,,better,,,23,
Kaid Red,Dunes of Al'kafi,dune wyrm hatchling,sunkissed supple scale robes,body,cloth,fire.protect,60,,,,,better,,,8,
Kaid Red,Dunes of Al'kafi,speckled scorpion,pair of jeweled scorpion daggers,weapon,thrust 2h,weapon.poison.iv,60,very good,,sometimes,normal,,,,,
Kaid Red,Dunes of Al'kafi,speckled scorpion,swarm of shifting bootriders,feet,,sneak.enhance.ii,60,,,,,,,,,
Kaid Red,Dunes of Al'kafi,yellow-backed scorpion,sewn chitin legguards,legs,studded,leathers.enhance.ii,60,,,,,better,,,13,
Kaid Red,Dunes of Al'kafi,yellow-backed scorpion,al'kafi's last kiss,weapon,offhand thrust 1h,,60,very good,,sometimes,better,,shock,5,6,
Kaid Red,Dunes of Al'kafi,,leggings of al'kafi,legs,plate,evade.enhance.ii,60,,,,,better,fire,2,19,
Kaid Red,Fury Mountain,al'azur shaman,granite spirit stave,weapon,parry staff,lightning.protect,60,very good,,sometimes,normal,much better,,,18,
Kaid Red,Fury Mountain,al'zur highman,Al'Zur highmap chaps,legs,leather,agility.ii,60,,,,,better,lightning,2,11,
Kaid Red,Fury Mountain,al'zur highman,slingshot of the high road,weapon,fired 1h,,60,very good,,never,normal,,lightning,5,7,
Kaid Red,Fury Mountain,al'zur shaman,hauberk of high spirits,body,studded,percept.enhance.ii,60,,,,,better,,,16,
Kaid Red,Fury Mountain,dire troll,irregular slag of bedrock,shield,plate,strength.ii,60,,,,,better,fire,2,23,
Kaid Red,Fury Mountain,fury drake,fury rock drake leggings,legs,studded,slash.enhance.ii,60,,,,,better,shock,2,13,
Kaid Red,Fury Mountain,fury ice drake,twin fangs of the ice drake,weapon,offhand thrust 2h,,60,very good,,rarely,better,,cold,5,8,
Kaid Red,Fury Mountain,fury ice drake,fury ice drake hide,body,leather,constitution.ii,60,,,,,better,cold,2,12,
Kaid Red,Fury Mountain,fury ice drake,ice-rimed drakespine longbow,weapon,fired 2h,,60,amazing,,never,better,,cold,5,14,
Kaid Red,Fury Mountain,fury troll  ,thick trollhide helmet,head,studded,fire.protect,60,,,,,better,,,9,
Kaid Red,Fury Mountain,fury troll  ,troll scalp,head,leather,tough.skin.ii,60,,,,,better,,,6,
Kaid Red,Fury Mountain,fury troll  ,fury troll club of cold,weapon,crush 2h,,60,amazing,,sometimes,better,,cold,5,15,
Kaid Red,Fury Mountain,greater crag horror,horror-fused ranseur,weapon,direct thrust 2h,call.horror,60,very good,,sometimes,better,,pain,5,10,
Kaid Red,Fury Mountain,greater crag horror,crag horror's necklace of tormet,jewel,,thrust.enhance.ii,60,,,,,,,,1,
Kaid Red,Fury Mountain,ice bat,wings of cold terror,cloak,leather,cold.protect,60,,,,,,,,4,
Kaid Red,Fury Mountain,ice bat,ice bat necklace,jewel,,drain.enhance.ii,60,,,,,,,,1,
